Verbindung,from,to,connection,weight,source,Created by
,Götz Kubitschek,Mary Khan-Hohloch,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Götz Kubitschek,Torben Braga,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Götz Kubitschek,Kristin Brinker,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Götz Kubitschek,Benedikt Kaiser,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Götz Kubitschek,Maximilian Krah,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Vincenzo Richter,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Philip Stein,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Mathilda Huss,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Dominik Kaufner,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Jean-Pascal Hohm,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Matthias Helferich,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Marvin T. Neumann,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Mary Khan-Hohloch,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Torben Braga,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Kristin Brinker,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Benedikt Kaiser,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Maximilian Krah,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Götz Kubitschek,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Peter Kurth,Martin Sellner,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Wiebke Nahrath,Simon Kaupert,Verheiratet,4,,Simon Exner
,Götz Kubitschek,Ellen Kositza,Verheiratet,4,,Jens Kronkorken
,Dennis Hohloch,Mary Khan-Hohloch,Verheiratet,4,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Björn Höcke,Torben Braga,AfD Thüringen,3,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Simon Kaupert,Hans-Thomas Tillschneider,Ein Prozent e.V,2,,Simon Exner
,Simon Kaupert,Karl Albrecht Schachtschneider,Ein Prozent e.V,2,,Simon Exner
,Simon Kaupert,Jürgen Elsässer,Ein Prozent e.V,2,,Simon Exner
,Karl Albrecht Schachtschneider,Philip Stein,Ein Prozent e.V,3,,Simon Exner
,Karl Albrecht Schachtschneider,Jürgen Elsässer,Ein Prozent e.V,3,,Simon Exner
,Hans-Thomas Tillschneider,Karl Albrecht Schachtschneider,Ein Prozent e.V,3,,Simon Exner
,Hans-Thomas Tillschneider,Philip Stein,Ein Prozent e.V,3,,Simon Exner
,Hans-Thomas Tillschneider,Jürgen Elsässer,Ein Prozent e.V,3,,Jens Kronkorken
,Simon Kaupert,Philip Stein,Ein Prozent e.V,3,,Simon Exner
,Paul Klemm,Annie Hunecke,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Simon Kaupert,Timm Kaufmann,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Annie Hunecke,Timm Kaufmann,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Paul Klemm,Timm Kaufmann,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Simon Kaupert,Annie Hunecke,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Simon Kaupert,Paul Klemm,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Michael Seibold,Timm Kaufmann,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Michael Seibold,Annie Hunecke,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Michael Seibold,Paul Klemm,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Michael Seibold,Simon Kaupert,Filmkunstkollektiv (rechte Propaganda Firma),3,,Simon Exner
,Martin Sellner,Michael Seibold,Wanderung der IB,3,,Simon Exner
,Paul Klemm,Martin Sellner,Compact Redaktion,3,https://www.compact-online.de/author/paul-klemm/,Simon Exner
,Paul Klemm,Jürgen Elsässer,Compact Redaktion,3,,Simon Exner
,Michael Stecher,Michael Lindner,Zentrum Automobil Demo am 16 Mai 2023,3,,Simon Exner
,Michael Lindner,Christiane Schmauder,Zentrum Automobil Demo am 16 Mai 2023,3,,Simon Exner
,Michael Lindner,Michael Seibold,Zentrum Automobil Demo am 16 Mai 2023,1,,Simon Exner
,Michael Stecher,Michael Seibold,Zentrum Automobil Demo am 16 Mai 2023,1,,Simon Exner
,Michael Stecher,Christiane Schmauder,Zentrum Automobil Demo am 16 Mai 2023,3,,Simon Exner
,Michael Seibold,Christiane Schmauder,Zentrum Automobil Demo am 16 Mai 2023,1,,Simon Exner
,Maximilian Krah,Raymond Burke,Institutum Christi Regis Summi Sacerdotis,1,https://www.volksverpetzer.de/analyse/rechtsextreme-netzwerk-maximilian-krah-afd/2/,Jens Kronkorken
,Maximilian Krah,Matteo Salvini,Rom Besuch,1,https://www.facebook.com/photo.php?fbid=10215235875870823&set=pb.1251687285.-2207520000.&type=3,Jens Kronkorken
,Maximilian Krah,Stephen K. Bannon,USA Besuch,1,https://www.volksverpetzer.de/analyse/rechtsextreme-netzwerk-maximilian-krah-afd/2/,Jens Kronkorken
,Maximilian Krah,Ted Cruz,USA Besuch,1,https://www.volksverpetzer.de/analyse/rechtsextreme-netzwerk-maximilian-krah-afd/2/,Jens Kronkorken
,Maximilian Krah,Kellyanne Conway,USA Besuch,1,https://www.volksverpetzer.de/analyse/rechtsextreme-netzwerk-maximilian-krah-afd/2/,Jens Kronkorken
,Björn Höcke,Manuel Wurm,AfD Hessen,1,https://www.antifa-frankfurt.org/2023/07/05/neuer-ja-hessen-vorstand-gewaehlt/,Simon Exner
,Dominik Asch,Manuel Wurm,AfD Hessen,2,https://www.antifa-frankfurt.org/2023/07/05/neuer-ja-hessen-vorstand-gewaehlt/,Simon Exner
,Dominik Asch,Björn Höcke,AfD Hessen,2,https://www.antifa-frankfurt.org/2023/07/05/neuer-ja-hessen-vorstand-gewaehlt/,Simon Exner
,Maximilian Krah,Richard Williamson,Anwalt in Gerichtsprozess,2,https://www.volksverpetzer.de/analyse/rechtsextreme-netzwerk-maximilian-krah-afd/2/,Jens Kronkorken
,Wiebke Nahrath,Wolfram Nahrath,Nahrath-Clan,4,https://lsa-rechtsaussen.net/tag/kaupert-simon/,Simon Exner
,Wolfram Nahrath,Simon Kaupert,Nahrath-Clan,4,https://lsa-rechtsaussen.net/tag/kaupert-simon/,Simon Exner
,Thassilo Hantusch,Simon Kaupert,„Pfingstlager“ der JN in Lützellinden (Hessen) 2015,2,https://lsa-rechtsaussen.net/tag/kaupert-simon/,Simon Exner
,Andreas Kalbitz,Wolfram Nahrath,Heimattreue deutsche Jugend,2,https://de.wikipedia.org/wiki/Andreas_Kalbitz,Simon Exner
,,,,,,Jens Kronkorken
